text,user,id,project,page_title,page_url,disrespect,respect,explanation,causal_reasoning,narrative,question,response,advocacy,public_interest,counterarguments,constructive_proposal
*The decision to enact global bans has already been made (after months of public discussion regarding the Terms of Use). The question at hand is how should such a policy be implemented.,Kaldari,90405.0,meta.wikimedia,Requests for comment/Global bans,https://meta.wikimedia.org/wiki?curid=1092583.0,,,,,,,,,,,
"This threshold would currently mean semi-protecting several Items.
<div style=""margin-left:1.5em; margin-top:0.5em; margin-bottom:1em;"">
If you prefer this option, please add your signature (<nowiki>*~~~~</nowiki>) below and, if you wish, write a brief comment next to it.
* It might seem many items, but it is only 0.029%.",Ivanhercaz,78599.0,wikidata,Wikidata:Requests for comment/semi-protection to prevent vandalism on most used Items,https://wikidata.org/wiki?curid=61359555.0,,,,,,,,,,,
*If someone is ready to notify the admins then a little friendly message wouldn't hurt. Otherwise nothing should be mandatory. (i.e. must be notified before or after xx days or months.) By doing this there may be some cases where more then one person will notify concerned party and there may be are some cases where nobody will notify that is the ambiguous part but it will not put further responsibility on anyone. As far as gaming the system is concerned then admin in the dock once gets away with a few quick actions should not be notified second time if s/he is in a spot that is also a way.--,Vyom25,74082.0,wikidata,Wikidata:Requests for comment/Inactive admin,https://wikidata.org/wiki?curid=16924923.0,,,,,,,,,,,
A tool I miss here is the supressredirect. Since it's impossible for anybody to move in ns-0 it maybe is uncontroversial to add this right to some of the minor usergroups (RB and PC)? --,Lavallen,73968.0,wikidata,"Wikidata:Requests for comment/Restructuring of the ""minor"" user rights",https://wikidata.org/wiki?curid=16727626.0,,,,,,,,,,,
I think it would make sense to have a process whereby a person who adds unverified information get's warned by a message on his talk page that he's engaging in behavior that could lead to a ban before he get's banned.,ChristianKl,77138.0,wikidata,Wikidata:Requests for comment/Verifiability and living persons,https://wikidata.org/wiki?curid=26417642.0,,,,,,,,,,,
 ( Oppose per the above comment...,Addshore,74960.0,wikidata,Wikidata:Requests for comment/Reforming administrator inactivity criteria,https://wikidata.org/wiki?curid=20974093.0,,,,,,,,,,,
*I agree that these pages most often lacks notability for interwiki. But can anybody identify if there are any other functions such items can provide? --,Lavallen,74437.0,wikidata,Wikidata:Requests for comment/Interwiki links for subpages,https://wikidata.org/wiki?curid=17071614.0,,,,,,,,,,,
"*Does that mean, that an item can't be used as a source too? That would be disadvantageous an lead to doubled information since there are already many items about books and websites.--",Trockennasenaffe,71757.0,wikidata,Wikidata:Requests for comment/References and sources,https://wikidata.org/wiki?curid=12355273.0,,,,,,,,,,,
"or we could use additional qualifier properties, in the 'reference' snak, to identify the edition i.e. qualifiers for source item, edition, page, quotation with the source item page giving details of title, authors, publisher, etc.",Filceolaire,71734.0,wikidata,Wikidata:Requests for comment/References and sources,https://wikidata.org/wiki?curid=12355273.0,,,,,,,,,,,
"*:::The headers ""#Recusal (1-5)"" all deals with this in some way or another. Even external COI was discussed to some degree. No such proposal passed the RFC from what I can see. --",Innocent bystander,76921.0,wikidata,Wikidata:Requests for comment/Standards for property proposal discussions,https://wikidata.org/wiki?curid=26225082.0,,,,,,,,,,,
" Support ChristianKl ❪✉❫ 14:04, 6 January 2018 (UTC) Support —",Jc86035,78019.0,wikidata,Wikidata:Requests for comment/Privacy and Living People,https://wikidata.org/wiki?curid=45935191.0,,,,,,,,,,,
* FLOW would be good enough and simpler than weird colons and nested lists.,84.46.52.11,78678.0,wikidata,Wikidata:Requests for comment/Talk pages consultation 2019,https://wikidata.org/wiki?curid=61664592.0,,,,,,,,,,,
 Support I support stewards leaving an ambiguous enough message on AN after performing a check - checkusers can then look in the log to see the summary for the check and who all was involved.,Ajraddatz,72717.0,wikidata,Wikidata:Requests for comment/Defining CheckUser,https://wikidata.org/wiki?curid=14365999.0,,,,,,,,,,,
" Oppose Authoritative sources is a misnomer as far as I am concerned. Also, more importantly, Authority Control, which is what underlies the concept here, is a massive, important issue. This statement is too vague and should reflect a more in-depth and coherent explanation and include existing industry standards. This is re-inventing the wheel in terms of Identifiers -- again, mission critical function to Wikidata -- and therefore makes me extremely nervous, so oppose on the basis of that alone. -- Erika aka",BrillLyle,77108.0,wikidata,Wikidata:Requests for comment/Verifiability and living persons,https://wikidata.org/wiki?curid=26417642.0,,,,,,,,,,,
"Hi [[User:Pintoch|Pintoch]], I created a RfC because I wanted a general guideline for these situations, not just for the case cited. I'm sure that [[User:Sp!ros|Sp!ros]] made that merger in good faith, I just am not sure if that's the best way to deal with cases like this one. —",Capmo,78506.0,wikidata,Wikidata:Requests for comment/Different concepts in a single item,https://wikidata.org/wiki?curid=57237311.0,,,,,,,,,,,
"Strong support --Mauerquadrant (talk) 05:37, 25 August 2017 (UTC)
You can't vote twice.",Stryn,77593.0,wikidata,Wikidata:Requests for comment/Allow the creation of links to redirects in Wikidata,https://wikidata.org/wiki?curid=31690757.0,,,,,,,,,,,
 Support Though it should be noted that some values (dates at least) may look the same to a human editor but differ in the code making them impossible to easily compare. /,Lokal Profil,75385.0,wikidata,Wikidata:Requests for comment/Improve bot policy for data import and data modification,https://wikidata.org/wiki?curid=23562153.0,,,,,,,,,,,
 Oppose unnecessary loss of information. Note that commons cat = WD subject item (not WD cat item) mapping is still not predominantly accepted (even it is make much more sense than commons cat = WD cat item mapping). --,Jklamo,75223.0,wikidata,Wikidata:Requests for comment/Commons category on Wikimedia category item,https://wikidata.org/wiki?curid=21543984.0,,,,,,,,,,,
"<p> It will not explode, it will way less than double as the concepts of fictional worlds worth modeling are way more rare than the concepts of the real world. We're already having a lot of classes. Past fictional haracters, fictional classes of characters, and fictional space ships and more genrally fictional objects or fictional organizations, there won't be a lot of other classes. They can even be in a separate tree rooted in fictional universe, which would make a clear separation.",TomT0m,73653.0,wikidata,Wikidata:Requests for comment/Migrating away from GND main type,https://wikidata.org/wiki?curid=16293645.0,,,,,,,,,,,
"# — [[User:MarcoAurelio|MarcoAurelio]] ([[User talk:MarcoAurelio|talk]]) 18:56, 10 May 2013 (UTC) Per above. Sigh. In less than a year, with this, it is the third time this issue is discussed. The [[Wikidata_talk:Bureaucrats#Proposal_1_-_bureaucrats_have_technical_ability_to_remove_adminship|first one]] in January 2013 when even bureaucrats didn't existed; and recently in [[Wikidata:Requests for comment/Defining bureaucrats|this RfC]] in April 2013 & I do not know if in some Project Chat threads the same issue has been raised too. Why this determination in seeking flags, rights and ""powah""? The arguments presented do not convice me: the logs will be much more split if this passes and it is an undeniable fact that requests at Meta have always been managed in a timely manner -primary per Vituzzu-; not to talk about emergency requests which are always answered an actioned on wiki or via IRC. Instead, a trivial possition like bureaucrat is being changed to local godkings.
#:I have been a crat and I did not feel like I had a lot of ""powah"". My wife is impressed if I make dinner at home, not if I promote a sysop on Wikipedia. -- [[User:Lavallen|Lavallen]] ([[Special:Block/Lavallen|block]]) 19:23, 10 May 2013 (UTC)
#:: Glad to know you're maried. Welcome to the club. Now, how that is relevant for this discussion? :-) The main point is that this was discussed in the past and rejected twice, and that the ""new reasons"" given for this change are not accurate and still doesn't convince me as I've said in my comment above (or tried to do). —",MarcoAurelio,73004.0,wikidata,Wikidata:Requests for comment/Bureaucrats' role in removal of permissions,https://wikidata.org/wiki?curid=14606356.0,,,,,,,,,,,
 Support 80% are more than sufficient; on dewiki we only require 70% of support and I've never seen any complaints about that. --,Iste Praetor,72055.0,wikidata,Wikidata:Requests for comment/Defining oversighters,https://wikidata.org/wiki?curid=12451390.0,,,,,,,,,,,
"Strong support Wikidatas main job for what it was created is to support Wikipedia with interwikies. If interwikies to redirects (or subsections of other articles) are needed outside wikidata that is against the purpose. That links to sections might be problematic from a technical point I understand, for redirects I don't understand it. In fact redirects would be a workaround to provide interwikies to sections.  --",Fano,77569.0,wikidata,Wikidata:Requests for comment/Allow the creation of links to redirects in Wikidata,https://wikidata.org/wiki?curid=31690757.0,,,,,,,,,,,
" Support No reason to oppose, and it'd encourage administrators particularly interested in this area.-- Hakan·",HakanIST,75687.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process/fr,https://wikidata.org/wiki?curid=25314420.0,,,,,,,,,,,
" @Ivan A. Krestinin: This prevents Wikidata from being a collection of unreferenced, questionable data. Any topic is acceptable by #2 if they are supported by a reliable source.--",GZWDer,75196.0,wikidata,Wikidata:Requests for comment/Wikidata:Notability overhaul,https://wikidata.org/wiki?curid=21498285.0,,,,,,,,,,,
" Oppose both merging into newer and merging into older items can break some queries and provide instability when linking from external sources. While in most cases I would expect a higher chance for damage when merging into a newer item happens, that won't be always be the case. 
 There's a lot that can theoretically be used for vandalism. If this feature gets actually used for vandalism, we should investigate that practical usage and think about how to reduce that vandalism but I don't think that judgement should be made based on theoretical possibility. We might for example have a page that lists merges that happen into the newer items and undo any vandalism that happens. ChristianKl ❪✉❫ 13:04, 16 June 2020 (UTC) Oppose In a few rare cases merging into a newer item is reasonable. Merge tool with default option merging into older one is sufficient. Limiting access to the tool for newcomers is a different question, though. --",Jklamo,78832.0,wikidata,Wikidata:Requests for comment/Disallow merging into newer entity,https://wikidata.org/wiki?curid=93205993.0,,,,,,,,,,,
"** In the proposal, linking is encouraged. Existing rule says must. That's the difference. I'm not sure if it really makes any difference on wikidata.",Retired electrician,78066.0,wikidata,Wikidata:Requests for comment/Privacy and Living People,https://wikidata.org/wiki?curid=45935191.0,,,,,,,,,,,
#If 2 is adopted.,Ajraddatz,73922.0,wikidata,"Wikidata:Requests for comment/Restructuring of the ""minor"" user rights",https://wikidata.org/wiki?curid=16727626.0,,,,,,,,,,,
"**To me, it seems fairly clear that one shouldn't be using tools in that way. One could propose or support such properties. If Statistics Sweden is among your clients, you shouldn't create any related properties. Obviously, you might get away with it, as we might not know your business. --- [[User talk:Jura1|Jura]] 07:26, 20 March 2016 (UTC). Maybe I should add: personally, I prefer if someone with a link to the organization makes the proposal ---",Jura1,75500.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process,https://wikidata.org/wiki?curid=25269099.0,,,,,,,,,,,
"I came to the conclusion that developer (P178) refers to anything that can be developed, and programmer (P943) shouldn't be a subproperty of developer (P178) because a programmer/software developer isn't necessary a creator, but can also be a maintainer. Maybe we need a ""software house"" property where the software is developed by a company.--",Malore,78189.0,wikidata,"Wikidata:Requests for comment/make ""developer"" and ""programmer"" properties clearer",https://wikidata.org/wiki?curid=53533711.0,,,,,,,,,,,
 Oppose The last thing Wikidata needs is hundreds of thousands of new items that won't mesh naturally with the existing ones.,Pichpich,72545.0,wikidata,Wikidata:Requests for comment/Items for Wikimedia projects besides Wikipedia,https://wikidata.org/wiki?curid=13391018.0,,,,,,,,,,,
 Support. Per Arthur Smith et al. Andy Mabbett (Pigsonthewing); Talk to Andy;,Pigsonthewing,77557.0,wikidata,Wikidata:Requests for comment/Allow the creation of links to redirects in Wikidata,https://wikidata.org/wiki?curid=31690757.0,,,,,,,,,,,
"* [[User:Izno|Izno]] - [duplicated and trimmed by Izno for section relevance] (2) the current collection of proposal pages is a mess - it's not clear where certain property proposals belong (imagine for instance an Authority control property for Places in a Natural Science area that consists of standardized terms) and some of them are so long (some proposals having extended discussions spanning years) that it becomes very hard to review and understand what's going on. I think some sort of reorganization of the proposal pages would be helpful, along with some sort of regular cleanup of old discussions and proposals. More clarity in process might need to come first though.",ArthurPSmith,76107.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process/en,https://wikidata.org/wiki?curid=25314607.0,,,,,,,,,,,
" Oppose too strict - it could prevent PC who are interested in a property to participate in a discussion - that would be counter-productive. Maybe if they are the contributor who proposed the creation, but participating is much too vague. --",Hsarrazin,75718.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process/fr,https://wikidata.org/wiki?curid=25314420.0,,,,,,,,,,,
 Support though allowing an admin to return a given page to a state before an edit war began might be helpful.,Mahir256,78375.0,wikidata,Wikidata:Requests for comment/2018 administrator policy update,https://wikidata.org/wiki?curid=56631110.0,,,,,,,,,,,
"Against the removal of ""stated in"" from the guidelines for database: this information allows the identification of the database in an more explicit way than an database ID property. Then think of the data extraction in wikipedia: how do you want to label the source with only an ID and date ? There is no possibility to extract from the database ID property the corresponding database in which it is used. Just have a look once at a wikipedia page using database references: you need the name of the database and if possible a link to the webpage, if the data is online a link to the webpage containing the data and the access date.",Snipre,71857.0,wikidata,Wikidata:Requests for comment/References and sources,https://wikidata.org/wiki?curid=12355273.0,,,,,,,,,,,
"Two things have bothered me for a while about a couple of properties closely related to part of (P361).  First, the domain and range of member of (P463) should be dropped.  That property should be a generic subproperty of part of, where the only difference is that member of be non-transitive.  Second, since the main purpose of has part(s) (P527) is to be an inverse property of part of, we should change the label of consists of to has part.  The is pretty standard practice in ontologies; see GO Ontology Relations and Simple part-whole relations in OWL Ontologies (hasPart).",Emw,74739.0,wikidata,"Wikidata:Requests for comment/Refining ""part of""",https://wikidata.org/wiki?curid=18776438.0,,,,,,,,,,,
"*: This is epistemology. Does a theory comes from observation or does theory problem ? Metrics usually don't come out of thin air, but need a few thing to be sort out and we need to know what is actually important from Wikidata. A metrics that does not measure anything meaningful is pretty useless. In science, sometimes we can't know what to measure before we actually have a theory to describe it. Take light polarisation. This can come only from some degree of theory of what light is and don't come out of thin air. As long as we don't know what quality can be and in which direction we should dig, we likely wil fail to define good metrics. This step is essential, and there no way to foresee if it has to be efficient. author[[User:TomT0m|TomT0m]] / talk",TomT0m,77332.0,wikidata,Wikidata:Requests for comment/Data quality framework for Wikidata,https://wikidata.org/wiki?curid=28209016.0,,,,,,,,,,,
 Support Of course.,Mahir256,78388.0,wikidata,Wikidata:Requests for comment/2018 administrator policy update,https://wikidata.org/wiki?curid=56631110.0,,,,,,,,,,,
"This page is out of process for several reasons. For one, a ""sequel"" cannot come during the original RfC. For another, if you want to start another RfC, you should use a manifestly different title from the original to avoid confusion. But the biggest reason is that you clearly made this in bad faith (Wikipedia:Do not disrupt Wikipedia to illustrate a point (Q4657775)) since the questions are obviously jokes; the questions you wanted to add aren't appropriate anywhere on the project (whether it be a new page, as you did, or the original RfC), and I consider it quite disruptive.--",Jasper Deng,78652.0,wikidata,Wikidata:Requests for comment/semi-protection to prevent vandalism on most used Items (part 2),https://wikidata.org/wiki?curid=61585315.0,,,,,,,,,,,
" Oppose unless they've been without the right for so long standards have significantly changed. Jakob Megaphone,",King jakob c 2,71422.0,wikidata,Wikidata:Requests for comment/Defining bureaucrats,https://wikidata.org/wiki?curid=11644431.0,,,,,,,,,,,
"@Hannolans: If anonymous means that at a given point in time a museum did research and couldn't find an author, it would make sense to use point in time (P585) or something similar to tag when the research was done. ChristianKl ❪✉❫ 12:01, 11 December 2020 (UTC)
 Timestamp for attribution (Q230768) would be great. I would like to see some wikidata items of different situations and timeline of anonymous/unknown author works and see if we can map them (for example Diary of an Oxygen Thief (Q5272044) Go ask Alice (Q2533572)). Note we have also anonymous master (Q474968) and unknown (Q24238356) ( --",Hannolans,78921.0,wikidata,Wikidata:Requests for comment/Cleaning up the ontology of anonymous,https://wikidata.org/wiki?curid=98737867.0,,,,,,,,,,,
Is this a theoretical point of view or do you have any specific categories in mind? ---,Jura1,75253.0,wikidata,"Wikidata:Requests for comment/Category commons P373 and ""Other sites""",https://wikidata.org/wiki?curid=21871538.0,,,,,,,,,,,
 @nojhan: Should we use both properties on the same element Yes. This is justtified both by existing technologies who allows punning like OWL2 and by everiday language practice in which we does that pretty naturally. authorTomT0m / talk,TomT0m,75318.0,wikidata,Wikidata:Requests for comment/Are colors instance-of or subclass-of color,https://wikidata.org/wiki?curid=23162215.0,,,,,,,,,,,
I'm concerned to see three new proposals [[Special:Diff/315217561|added in the last few hours]]. These are sub-proposals of something I and others had already commented on. [[User:Pigsonthewing|Andy Mabbett]] (Pigsonthewing); [[User talk:Pigsonthewing|Talk to Andy]];,Pigsonthewing,75682.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process,https://wikidata.org/wiki?curid=25269099.0,,,,,,,,,,,
" Support This seems like a reasonable solution. However, I would like add that the source item should be a particular manifestation, and not just the work. Different editions of the same book can be vastly different in number of pages, chapters, authors etc. It's not even inconceivable that different editions of the same book hold contradictory statements, due to new discoveries or the authors simply changing their minds. See for example Programming Windows: first edition and fifth edition. They're actually different books, just on the same topic and with similar content that overlaps to a certain degree.",Silver hr,71728.0,wikidata,Wikidata:Requests for comment/References and sources,https://wikidata.org/wiki?curid=12355273.0,,,,,,,,,,,
"It's clear that the pages you cite variously don't say what you think they say, or don't have the authority you assume that they do (or, indeed, both of those things). For example, both Wikidata:Verifiability and Wikidata:Living people carry the notice ""The proposal may still be in development, under discussion, or in the process of gathering consensus for adoption."", and in its current, flawed, forms are not supported by consensus, as recent discussion of each has made clear. Rather than doing further harm to this project, you need to listen to what people are telling you, here and elsewhere. Andy Mabbett (Pigsonthewing); Talk to Andy;",Pigsonthewing,77854.0,wikidata,"Wikidata:Requests for comment/When multiple sources are cited for a fact, should IMDB be deleted as one of them when used",https://wikidata.org/wiki?curid=32949067.0,,,,,,,,,,,
"I would put at the top ""being"" instead of person. Then we can split into person, animal and vegetal...
being
person
...
...
animal
vegetal
Then we have to classify according to fictional/non-fictional, but can we put Cerberus (Q83496) as fictional person or fictional animal ? Same question for a werewolf (Q9410) ? And god ? Can we classify it as fictional or not ?",Snipre,73649.0,wikidata,Wikidata:Requests for comment/Migrating away from GND main type,https://wikidata.org/wiki?curid=16293645.0,,,,,,,,,,,
" Oppose I'm actually opposed to this; in clear-cut cases or cases with little interest, I'm not very concerned with involved users making the property. What I do want is for those users to be a) able to justify the creation, b) not hostile when people raise issues with the creations, and c) capable of collaboratively move forward when issues are raised.",Ajraddatz,76169.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process/eo,https://wikidata.org/wiki?curid=25315021.0,,,,,,,,,,,
"Do bear in mind that some editors are prepared to accuse other editors of ""hiding"" proposals, if they do not agree that the page on which the proposal was made is the correct one, even when the proposal gathered comments from other, uninvolved, editors, and remained visible for a period of months. [[User:Pigsonthewing|Andy Mabbett]] (Pigsonthewing); [[User talk:Pigsonthewing|Talk to Andy]];",Pigsonthewing,76119.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process/en,https://wikidata.org/wiki?curid=25314607.0,,,,,,,,,,,
" Oppose this would presumably be strengthening the current ""should"" to a ""must""? I don't think that's a good idea, it really limits flexibility we might need at times (exceptions should already be rare to ""should"" requirements).",ArthurPSmith,76894.0,wikidata,Wikidata:Requests for comment/Standards for property proposal discussions,https://wikidata.org/wiki?curid=26225082.0,,,,,,,,,,,
" Oppose I think that you can find a consensus in a week, but I don't think you can get 25 votes in a week.",Sven Manguard,72126.0,wikidata,Wikidata:Requests for comment/Defining oversighters,https://wikidata.org/wiki?curid=12451390.0,,,,,,,,,,,
"The German Wikipedia has a list of streets and places in Berlin-Halensee. For the purposes of the German Wikipedia the streets aren't individually notable but for our purposes they are clearly identifiable conceptual or material entities that can be described using serious and publicly available references and thus is are notable.
That means an item like Cicerostraße (Q30076706) has a place on Wikidata. The item can be linked from OpenStreetMap.

The German article that lists the street contains interesting information for someone who wants to know about Cicerostraße (Q30076706). It tells the reader that the street got it's name on 8. Jan. 1892 and is named after Johann Cicero while it was previously named Straße 41. It's useful for a reader who comes to Wikidata from OpenStreetMap to have the redirect to be able to continue to the German Wikipedia.

Whenever Wikidata has a higher resolution than Wikipedia, redirects are useful. Wikidata can have entries for all ICD illnesses but the individual Wikipedia often batch multiple ICD numbers together to a single article. It's useful to still have links from Wikidata to the Wikipedia article that describe the illnesses even when 

Won't this cause the individual redirects to create more redirects than they currently do? Yes, it would and that's great. Having more redirects makes it easier for users to find what they are looking for.",ChristianKl,77521.0,wikidata,Wikidata:Requests for comment/Allow the creation of links to redirects in Wikidata,https://wikidata.org/wiki?curid=31690757.0,,,,,,,,,,,
" Support. Three cases:
There is information on Wikipedia, with a properly formatted source: a bot can and should import with source.
There is information on Wikipedia without source, or with a source the bot can't parse: the bot should refrain from import, and leave it to non-artificial intelligence.
There is no information in Wikipedias : we can do nothing automatically.
In no case is there reason to import without source by bot.",Lsj,73413.0,wikidata,Wikidata:Requests for comment/Sourcing requirements for bots,https://wikidata.org/wiki?curid=15268296.0,,,,,,,,,,,
" Oppose per above, mostly. —",Hahc21,71105.0,wikidata,Wikidata:Requests for comment/Inclusion of non-article pages 2,https://wikidata.org/wiki?curid=6340208.0,,,,,,,,,,,
Users should not create properties when they have taken part in the discussion for that property. Support obvious. --,Rschen7754,75934.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process/en,https://wikidata.org/wiki?curid=25314607.0,,,,,,,,,,,
"I think that neither sitelinks with fragments nor sitelinks to redirects are a good solution to this problem. In my opinion, this is better solved by [[Wikidata:Requests for comment/One vs. several sitelink-item correspondence#Use a property|a property, which links similar items to each other]]. Nevertheless, sitelinks with fragments are still useful in other scenarios.",Petr Matas,74810.0,wikidata,Wikidata:Requests for comment/Sitelinks with fragments,https://wikidata.org/wiki?curid=19932600.0,,,,,,,,,,,
 18px|link= Wait This project is going to be complex. Better to do it in the end.--,Micru,72542.0,wikidata,Wikidata:Requests for comment/Items for Wikimedia projects besides Wikipedia,https://wikidata.org/wiki?curid=13391018.0,,,,,,,,,,,
" What main types would be used for gravity, carbon, DNA, cancer, clarinet, Twelver Shia Islam, fashion boot, running and milk?  These are a small sample of the range of subjects that Wikidata will need to classify.  Why not just use instance of (P31) and subclass of (P279), the two properties that the rest of the Semantic Web uses for classification?",Emw,73347.0,wikidata,Wikidata:Requests for comment/Primary sorting property,https://wikidata.org/wiki?curid=15251222.0,,,,,,,,,,,
" Support; As long as we import from Wikipedia, the reference should be as specific as possible and point to a fixed version of an article. I meanwhile found enough outdated and confusing Wikipedia-references to know that Wikipedia articles are not stable enough to always point to the most recent version. —",MisterSynergy,75362.0,wikidata,Wikidata:Requests for comment/Improve bot policy for data import and data modification,https://wikidata.org/wiki?curid=23562153.0,,,,,,,,,,,
" Oppose The property creation process is often stalled because there is not enough participation, that would make people even less likely to participate.--",Micru,76176.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process/eo,https://wikidata.org/wiki?curid=25315021.0,,,,,,,,,,,
"*::::This is not realistic. There is absolutely no way that you will convince any Wikipedia where there are strong sourcing policies (including at least the three largest: en.wiki, de.wiki and fr.wiki) to include unsourced data from Wikidata with a ""citation needed"" template. Just try and start a thread on that topic at [[:fr:Discussion Wikipédia:Vérifiabilité]] or [[:en:Wikipedia talk:Verifiability]] if you don't believe me. I'm certain that the reaction will be a) ""if your data is no good, then keep your data to yourself"" and b) ""don't pollute our wiki with citation needed templates to solve your problems"".",Pichpich,73405.0,wikidata,Wikidata:Requests for comment/Sourcing requirements for bots,https://wikidata.org/wiki?curid=15268296.0,,,,,,,,,,,
"#:The RFBs got 30-40 votes in 1 week though. Regards,",Vogone,72127.0,wikidata,Wikidata:Requests for comment/Defining oversighters,https://wikidata.org/wiki?curid=12451390.0,,,,,,,,,,,
 Support especially now that Quickstatements seems to have been fixed for this issue?,ArthurPSmith,78916.0,wikidata,Wikidata:Requests for comment/Cleaning up the ontology of anonymous,https://wikidata.org/wiki?curid=98737867.0,,,,,,,,,,,
But how we defined that archived pages--,분당선M,73548.0,wikidata,Wikidata:Requests for comment/Exclusion criteria in Wikipedia namespace,https://wikidata.org/wiki?curid=15603026.0,,,,,,,,,,,
" @Epìdosis: Before you formulate the formal RfC, is it actually necessary to do the sorting automatically (regardless of whether or not that's possible)? Presumably it would be sufficient to re-order properties something like once a week or once a month. In any case, it's not clear if it would be appropriate to edit the page automatically, since such edits would require a bot with administrator permissions.",Jc86035,78746.0,wikidata,Wikidata:Requests for comment/Sort identifiers,https://wikidata.org/wiki?curid=79247036.0,,,,,,,,,,,
"*****:: [[User:Izno|Izno]] - maybe, but I'm wondering how you expect ""Organization and politics"" to work if it's duplicated? Every proposal should be in both places? Or only cultural and arts organizations in the first grouping, everything else in the second? Where would properties related to educational institutions go?",ArthurPSmith,76806.0,wikidata,Wikidata:Requests for comment/Reforming the property creation process/pl,https://wikidata.org/wiki?curid=25650632.0,,,,,,,,,,,
I seem to recall reading then NIRV makes a number of changes to the Hebrew text.,Slatersteven,96.0,wikipedia,Wikipedia:Reliable sources/Noticeboard/Archive 327,https://wikipedia.org/wiki?curid=66698580.0,,,,,,,,,,,
"WP:NPOV is always relevant. It's actually one of the WP:PILLARS of wikipedia. wp:proportion and wp:undue are portions are a section of wp:npov. You say it's not relevant because it's one sentence. This is a non-argument. You have a trivial mention. You aren't even offering a POV of Brett Anderson. You can only offer that he once made a list of what was labeled ""current fascination"" and listed the album there on his personal website. Because this is a primary source you have to cut this so short. You can't say that he ""hailed"" or ""name checked"" them which was your prior attempt at inclusion. You can't say what the source means. To include you are attempting to wikilawyer the hell out of WP:SELFSOURCE. Template:Tq is only for quoting in talk and project pages. Do not use it in actual articles.Category:Pages with incorrect formatting templates use The reason for WP:SELFSOURCE is so that so that when article subjects make uncontroversial claims about themselves in selfpublished sources the info can be used.",Serialjoepsycho,4645.0,wikipedia,Talk:Tinderbox (Siouxsie and the Banshees album),https://wikipedia.org/wiki?curid=6652015.0,,,,,,,,,,,
"@Randy Kryn: As HAL333 already said, ""we already talked about this"" is not a good argument for not having an infobox because it does not address why it should or should not have one. Also, ""other pages"" is a valid argument here because without an infobox the page looks unfinished to the average viewer.",Songwaters,25668.0,wikipedia,Talk:Cary Grant/Archive 5,https://wikipedia.org/wiki?curid=58996831.0,,,,,,,,,,,
"[[File:Red information icon with gradient background.svg|20px|link=|alt=]] Not done: ""All new entries must be for artists who already have their own Wikipedia article."" I cannot find a wikipedia article for ""Nico Mckenzie"", ""Sinc The Loser"", or ""MrNotThatFamous"".",NiciVampireHeart,16785.0,wikipedia,Talk:List of YouTubers/Archive 10,https://wikipedia.org/wiki?curid=54224889.0,,,,,,,,,,,
"This is not the place to ask another editor about their first language, and they are, of course, under no obligation to answer. In any case, there are several editors participating here who do not appear to have English as a first language - and that's fine!",Bastun,44756.0,wikipedia,Wikipedia:Reliable sources/Noticeboard/Archive 318,https://wikipedia.org/wiki?curid=65861634.0,,,,,,,,,,,
"@Domeditrix: I don't think there's any dispute that the fallout is almost the entire 2021 story. What if it ended right after the first kick of a ball? Apart from the scale of the blowback, the weight of the subject lies on the number of clubs that committed to the project and the size of those clubs. I also put forward that there's value in the two points of view: 1) the 2021 proposal as one of many in the analysis of a trend in club football and 2) the previous hollow proposals as the background section of the 2021 article.",Wanchan2020,7181.0,wikipedia,Talk:Proposals for a European Super League in association football,https://wikipedia.org/wiki?curid=24423744.0,,,,,,,,,,,
"TheSandDoctor, Wikipedia:Event coordinator defines some criteria for choosing a temporary or permanent grant of the permission:

 Any administrator may permanently grant the user right on request to any editor with an established record of editing on the English Wikipedia who is engaged in outreach events.
 Any administrator may at their discretion temporarily grant the right to a user with minimal experience on the English Wikipedia who is hosting or staffing an outreach event.

What guidance do you propose for differentiating on granting TE?",Cabayi,33340.0,wikipedia,Wikipedia talk:Template editor/Archive 2,https://wikipedia.org/wiki?curid=62378404.0,,,,,,,,,,,
"Just a note that The Daily Mail is now UK's best-selling newspaper, overtaking the Sun -
[https://www.theguardian.com/media/2020/jun/19/daily-mail-eclipses-the-sun-to-become-uks-top-selling-paper].  I'm not sure whether the lead needs to be changed now since it may be temporary, but just thought it may need mentioning. I don't think it is worth mentioning Metro in the lead since it is a free newspaper and its circulation figure is pretty meaningless.",Hzh,26562.0,wikipedia,Talk:Daily Mail/Archive 7,https://wikipedia.org/wiki?curid=59735279.0,,,,,,,,,,,
"References

Jesus had 2 parents, four grandparents, 8 great-gp, and so on. Matthew lists 40 generations of them from Abraham, which means that by the time we get to Perez the father of Hezron he has 68,719,476,736 (68.7 billion) ancestors all alive at the same time. That's quite a lot.",PiCo,22075.0,wikipedia,Talk:Jesus/Archive 132,https://wikipedia.org/wiki?curid=57630645.0,,,,,,,,,,,
