id,text,user,project,page_title,page_url,disrespect,respect,explanation,causal_reasoning,narrative,question,response,advocacy,public_interest,counterarguments,constructive_proposal
65657.0,"Just a note that I would support a property creator noticeboard (or perhaps just some easy way to ""ping"" all property creators). Mostly I would expect just brief pointers to items like this RFC or particular property proposals or pages like the external id's one that need review, but lengthier discussion among property creators to try to obtain consensus on relevant topics would be helpful. Posting to ""Project Chat"" or the Admin noticeboard allows things to get lost among many other topics (only the few who happen to be paying attention at that time may catch the discussion).",ArthurPSmith,wikidata,Wikidata:Requests for comment/Reforming the property creation process/de,https://wikidata.org/wiki?curid=25506566,,,,,,,,,,,
64568.0, Oppose Not well described.,Lymantria,wikidata,Wikidata:Requests for comment/Reforming the property creation process,https://wikidata.org/wiki?curid=25269099,,,,,,,,,,,
60575.0," Support -- Although we have permanent admins, but we still have rules and regulations for the cancellation of status if encountered fatal abuse.",Wagino 20100516,wikidata,Wikidata:Requests for comment/Defining administrators,https://wikidata.org/wiki?curid=2122196,,,,,,,,,,,
63878.0,"A completely arbitrary string is useless, of course. The point of a meaningful fragment identifier is
:::# to make the browser open the corresponding section if it exists,
:::# to decrease the probability of the same concept in one page being linked from multiple items (the same page can be linked from multiple items, but the fragment identifiers must differ).
::: But I agree that linking to another item, for example [[Wikidata:Property proposal/Sister projects#Similar item|using a property]] (please vote!), is cleaner.",Petr Matas,wikidata,Wikidata:Requests for comment/Sitelinks with fragments,https://wikidata.org/wiki?curid=19932600,,,,,,,,,,,
66636.0,"I think the reader should have the assumption that he will find information about the topic of the sitelink at the article towards which the sitelink points. I don't think there needs to be an assumption that all the information in the linked article is about the same topic. Even without redirects articles in different languages have different scope, so there isn't a 1-to-1 match anyways.",ChristianKl,wikidata,Wikidata:Requests for comment/Allow the creation of links to redirects in Wikidata,https://wikidata.org/wiki?curid=31690757,,,,,,,,,,,
61017.0,"*:I suppose you didn't read the suggestion carefully enough (""[…] as long as they still are eligible to hold them under any applicable inactivity policy.""). <code>;-)</code> Kind regards,",Vogone,wikidata,Wikidata:Requests for comment/Defining bureaucrats,https://wikidata.org/wiki?curid=11644431,,,,,,,,,,,
66448.0,"Hi JakobVoss, your example is similar to what I have been looking for. In the following examples, ls is a command
$ ls dirname 
displays the contents of a directory (with name 'dirname' as argument)
$ ls -R dirname 
displays the contents of a directory recursively (directories within directory etc.). Here -R is an option.

There are 2 options (propositions):
 make use of has part(s) (P527) to specify that commands have arguments and options
 propose 2 new properties: has argument and has option for command line tools

P.S. Sorry for the long delay in reply.",Jsamwrites,wikidata,Wikidata:Requests for comment/Q189053,https://wikidata.org/wiki?curid=30482955,,,,,,,,,,,
65566.0,"Eeek; that's a lot of headers! I think that marking properties as ""ready"" shouldn't count as closing, but everything else should be (done, not done, withdrawn). From what I know, that's how it's currently done.",Ajraddatz,wikidata,Wikidata:Requests for comment/Reforming the property creation process/de,https://wikidata.org/wiki?curid=25506566,,,,,,,,,,,
61669.0,# very good idea since users with the flood flag don't have to wait for a bureaucrat to remove it [[User:The Anonymouse|TheAnonymouse]],The Anonymouse,wikidata,Wikidata:Requests for comment/Enable flood flag,https://wikidata.org/wiki?curid=13344554,,,,,,,,,,,
65786.0, Emot - Can somebody explain how the archives works here? --,Innocent bystander,wikidata,Wikidata:Requests for comment/Reforming the property creation process/pl,https://wikidata.org/wiki?curid=25650632,,,,,,,,,,,
64716.0,"I'm afraid this reform won't really change anything to my concrete problems with the process, this is just minor changes. What about a proposal like Wikidata:Property proposal/Generic § subclass ? A lot of discussions, a lot of approval, a lot of time ... but still no real reason for the creators not to create it ? authorTomT0m / talk",TomT0m,wikidata,Wikidata:Requests for comment/Reforming the property creation process,https://wikidata.org/wiki?curid=25269099,,,,,,,,,,,
66569.0,Strong support. —,Evs,wikidata,Wikidata:Requests for comment/Allow the creation of links to redirects in Wikidata,https://wikidata.org/wiki?curid=31690757,,,,,,,,,,,
64872.0,"adding comment ""done"" Support

adding comment ""not done"" Support Thryduulf (talk: local | en.wp | en.wikt) 02:06, 21 March 2016 (UTC)

adding comment ""ready"" Oppose Thryduulf (talk: local | en.wp | en.wikt) 02:06, 21 March 2016 (UTC)

adding comment ""withdrawn"" Support Thryduulf (talk: local | en.wp | en.wikt) 02:06, 21 March 2016 (UTC)
See my note on withdrawals, above. Andy Mabbett (Pigsonthewing); Talk to Andy;",Pigsonthewing,wikidata,Wikidata:Requests for comment/Reforming the property creation process/fr,https://wikidata.org/wiki?curid=25314420,,,,,,,,,,,
64617.0,"******* ""Exasperation""? There are a couple of editors making <s>trouble</s> a fuss over nothing, regarding a few properties for which plenty of data exists in Wikipedia or in external sites; but that has nothing to do with either this proposal, nor my question. I don't assume your lack of response means lack of agreement, far from it. It just shows a lack of evidence. Just as there is no evidence of your hypothetical unconnected statements or lack of long-term use with regard to the issues covered by this proposal. [[User:Pigsonthewing|Andy Mabbett]] (Pigsonthewing); [[User talk:Pigsonthewing|Talk to Andy]];",Pigsonthewing,wikidata,Wikidata:Requests for comment/Reforming the property creation process,https://wikidata.org/wiki?curid=25269099,,,,,,,,,,,
64932.0,"**I would support the reorganisation of the pages; I share Arthur's concerns in that particular regard, and his example is well made. [[User:Pigsonthewing|Andy Mabbett]] (Pigsonthewing); [[User talk:Pigsonthewing|Talk to Andy]];",Pigsonthewing,wikidata,Wikidata:Requests for comment/Reforming the property creation process/fr,https://wikidata.org/wiki?curid=25314420,,,,,,,,,,,
64616.0,"****** Andy, look at the exasperation over on project chat about the large number of barely used properties, look at the long list of potential external identifiers that we've been slowly slogging through, look at the properties that *have* been deleted. Were many created without much discussion? I believe so but I'm not going to go digging up details for you. Unfortunately I have two major projects that just landed on my lap yesterday so I'm probably not going to have much time for wikidata stuff at all for a while. Please don't assume my lack of response means agreement. What we really need is a better consensus on the purposes behind property creation in the first place - what are we actually trying to do here? Structure data, yes. But we are trying to avoid the mess that dbpedia and freebase got into with huge numbers of unconnected statements. Good properties connect things together wonderfully. How do we ensure that we limit the created properties to ones that will be long-term useful?",ArthurPSmith,wikidata,Wikidata:Requests for comment/Reforming the property creation process,https://wikidata.org/wiki?curid=25269099,,,,,,,,,,,
65151.0,"I don't believe this is necessary. If a delay is holding someone up they can ping a PC (as people occasionally did me, and I was happy to respond as soon as possible). [[User:Pigsonthewing|Andy Mabbett]] (Pigsonthewing); [[User talk:Pigsonthewing|Talk to Andy]];",Pigsonthewing,wikidata,Wikidata:Requests for comment/Reforming the property creation process/en,https://wikidata.org/wiki?curid=25314607,,,,,,,,,,,
64441.0,"If the same source has a new value for something (same source meaning identical source claims other than for retrieved (P813)) a bot should delete the old claim and add the new value. If there was more than one source on the previous statement, it should remove the matching source on the old statement and add the new as an additional statement.",ArthurPSmith,wikidata,Wikidata:Requests for comment/Improve bot policy for data import and data modification,https://wikidata.org/wiki?curid=23562153,,,,,,,,,,,
65352.0,(Only valid if the first proposal passes) An exception may be made for the case of regranting of the right to former property creators and administrators where the reason for removal was uncontroversial or due to inactivity. Support to avoid bureaucracy. --,Rschen7754,wikidata,Wikidata:Requests for comment/Reforming the property creation process/eo,https://wikidata.org/wiki?curid=25315021,,,,,,,,,,,
61659.0,"Personal experience. <code>;-)</code> I once messed up metawiki's RecentChanges with sending translation notifications and no bureaucrat was able to grant me the flood flag. A steward had to grant it to my account, at the end. After this incident, also metawiki 'crats got the ability to grant the flood flag to every account. Regards,",Vogone,wikidata,Wikidata:Requests for comment/Enable flood flag,https://wikidata.org/wiki?curid=13344554,,,,,,,,,,,
65057.0," Oppose Totally counter productive. That mean if I ask for precission for the creation of a property, that I can finally create it. --",Fralambert,wikidata,Wikidata:Requests for comment/Reforming the property creation process/en,https://wikidata.org/wiki?curid=25314607,,,,,,,,,,,
62659.0,"#:: Then we want a great organisation and perimeters of Wikiprojects. Wikiprojects have a problem: some of them are empty, and creating one of them take times, they are organized as they want and lack coherence. Having a model or reference/whatever is an entry point oeganized hierarchicaly is the same for everybody and will make the indexing of information easier. Then Wikiproject could monitor the subpages they are interested for and keep to be organized as they want. But I just want to push a better organization, the proposition is just a base. [[User:TomT0m|TomT0m]] ([[User talk:TomT0m|talk]]) 11:43, 7 August 2013 (UTC). One more thing I forgot : a model subpage would not need an active Wikiproject behind it to be maintained and modified, as some or them are often dead. The procedure does not need that as it's the same for everody and it imply to keep things organised and information easy to find with a minimal investment. [[User:TomT0m|TomT0m]] ([[User talk:TomT0m|talk]])
# I have to say that I don't like the temr ""modeling"": we aren't doing any modeling we just structure data in order to access them more easily. The correct term is for me ""data structure"" because we don't care if the proposed properties in wikidata are the good ones to characterize an element, if they redundant or not.
#: I don't agree, déciding how to organize datas (this how is called a model that all datas of this sort (or almost in this case) should meet) is one definition of modeling (in computer science for example), there is not only one definition of modeling and we meet the most general one :). But I'm not opposed to another wording, I just can't find any better.",TomT0m,wikidata,Wikidata:Requests for comment/Property proposal organisation reform to a more Model (or infobox) oriented process,https://wikidata.org/wiki?curid=16175913,,,,,,,,,,,
61350.0,"It might be hard to find an Authority Control ID for authors of scientific papers, unless the same paper is accepted as a valid relevance proof for both, the work and the author. Besides when adding a source it would be a good sanity measure for Wikidators to have item creation for work authors semi-automated. I just thought about that Higgs boson paper with 3,171 authors and a chill was sent down my spine... --",Micru,wikidata,Wikidata:Requests for comment/References and sources,https://wikidata.org/wiki?curid=12355273,,,,,,,,,,,
66546.0,"Strong support --Mauerquadrant (talk) 05:37, 25 August 2017 (UTC)
You can't vote twice.",Stryn,wikidata,Wikidata:Requests for comment/Allow the creation of links to redirects in Wikidata,https://wikidata.org/wiki?curid=31690757,,,,,,,,,,,
65172.0," TomT0m  - well I wasn't expecting it to be exactly and always balanced, but you are right that the balance does naturally shift over time, and sometimes quickly when a lot of new properties are needed in some area. I'm not quite sure if I understand what you are proposing though. Many properties have the  constraint implying that the property should only apply to items that are instances or subclasses of some principle class. Are you suggesting we group them according to that class they are being applied to? So there would be human (Q5) properties and then there's work (Q386724) and geographic location (Q2221906) and organization (Q43229) maybe. Is there a concrete short list of these that would cover most property proposals well? Or maybe the best approach is just to have some sort of monthly list of all proposals with pointers from relevant other lists (and wikiproject pages) as others seem to be suggesting here ???",ArthurPSmith,wikidata,Wikidata:Requests for comment/Reforming the property creation process/en,https://wikidata.org/wiki?curid=25314607,,,,,,,,,,,
61463.0,"Note: The system of creating an item for single editions was rejected by a 2/3 majority of the votes, this point have to be changed in the proposed guideline. (Books and article sections) --",Pyfisch,wikidata,Wikidata:Requests for comment/References and sources,https://wikidata.org/wiki?curid=12355273,,,,,,,,,,,
64450.0,Question Is it really possible to automatically know if a statement is referenced in the text with a good reference? --,Agabi10,wikidata,Wikidata:Requests for comment/Improve bot policy for data import and data modification,https://wikidata.org/wiki?curid=23562153,,,,,,,,,,,
61129.0,"* This should fall under [[WD:UCS]]. If a bureaucrat has supported a RfP which had 30 supporting votes and no opposes, there is no problem with them closing it.",Ajraddatz,wikidata,Wikidata:Requests for comment/Defining bureaucrats,https://wikidata.org/wiki?curid=11644431,,,,,,,,,,,
62822.0,"As soon as we get serious about describing the museum organisation and the museum building then we need two separate wikidata items - one for each these. One wikidata item cannot describe both. If there is one wikipedia article covering both then that article will (eventually) have two infoboxes - one for the organisation and one for the building.
::Wikidata may be based on wikipedia articles for now but in future it will be based on 'things that can be described using wikidata properties' and that will be the entire basis on which decisions are made as to which items are merged and which are split; which wikipedia articles are linked to that page and which go elsewhere.",Filceolaire,wikidata,Wikidata:Requests for comment/Migrating away from GND main type,https://wikidata.org/wiki?curid=16293645,,,,,,,,,,,
62737.0," Case  Solution 1: business as usual + instance of fictional   solution 2: use only fictional X statements for fictional items  solution 3: ""is fictional"" property  Solution 4  Solution 5 Ra (Q1252904)  deity (Q178885)  deity (Q178885)  deity (Q178885)  Example  Example Han Solo (Q51802)  fictional character (Q95074)human (Q5)occupation: smuggler  fictional character (Q95074)  fictional character (Q95074) would contain fictional equivalent of homo sapiensoccupation: fictional smuggler Q fictional smuggler would contain: ""fictional equivalent of smuggler""  human (Q5)occupation: smuggleris fictional: true  Example  Example Yoda (Q51730)  fictional character (Q95074)human (Q5)occupation: Jedi Master (Q14904358)  fictional character (Q95074)occupation: Jedi Master (Q14904358)  living entityoccupation: Jedi Master (Q14904358) is fictional: true  Example  Example Scar (Q2291314)  fictional character (Q95074)lion (Q140)  fictional lion (Q27267085)  lion (Q140)is fictional: true  Example  Example Albert Einstein (Q937)  human (Q5)And not instance of (P31):physicist (Q169470) because this is defined with occupation (P106): don't repeat the same information several times in the same item. human (Q5)  human (Q5)  Example  Example Tsavo Man-Eaters (Q2510263)  lion (Q140)   lion (Q140)   lion (Q140)  Example  Example Bo (Q1273495)  dog (Q144)   dog (Q144)   dog (Q144)  Example  Example list of real lions  lion (Q140) and no P31 a direct or indirect subclass fictional entity  lion (Q140)  lion (Q140) and not fictional == true   Example  Example list of real or fictional lions  lion (Q140)   lion (Q140) + fictional lion (Q27267085)that is fictional lion (Q27267085) but we should not asusme that the queries not the Q number for fictional lion.  (From Emw: what?)  lion (Q140)    Example  Example

I'm afraid I don't agree that option 1 doesn't work well. Your table demonstrates that it works better than option 2 or option 3. 
If the response to your query includes fictional characters then (if you don't want fictional characters included) you know that you need to add a term to your query to exclude anything which is not a member of the class 'human'. Simple. All we have to do is make sure the items are suitably labelled so this additional term is easy to formulate.",Filceolaire,wikidata,Wikidata:Requests for comment/Migrating away from GND main type,https://wikidata.org/wiki?curid=16293645,,,,,,,,,,,
61080.0, Support Straigtforward.,Sven Manguard,wikidata,Wikidata:Requests for comment/Defining bureaucrats,https://wikidata.org/wiki?curid=11644431,,,,,,,,,,,
61425.0,*That is correct.--,Micru,wikidata,Wikidata:Requests for comment/References and sources,https://wikidata.org/wiki?curid=12355273,,,,,,,,,,,
66286.0, Oppose as per Pigsonthewing. --,Freedatum,wikidata,Wikidata:Requests for comment/Verifiability and living persons,https://wikidata.org/wiki?curid=26417642,,,,,,,,,,,
61779.0, 18px|link= Wait. I think the minimum is to wait the end of meta:Requests for comment/Adopt OmegaWiki. Because the merge of Omega and wiktionary could create a multilingual dictionary. --,Nouill,wikidata,Wikidata:Requests for comment/Items for Wikimedia projects besides Wikipedia,https://wikidata.org/wiki?curid=13391018,,,,,,,,,,,
66548.0,"Strong support --Sänger (talk) 13:22, 15 September 2017 (UTC) I was just denied such a useful link today, and as I remembered reading something about it in the :de:Vorlage:Beteiligen, I got here, and fail to see any real problem with allowing it. Support --",Agentjoerg,wikidata,Wikidata:Requests for comment/Allow the creation of links to redirects in Wikidata,https://wikidata.org/wiki?curid=31690757,,,,,,,,,,,
63097.0,# using such links may cause problems then. --,Base,wikidata,"Wikidata:Requests for comment/Restructuring of the ""minor"" user rights",https://wikidata.org/wiki?curid=16727626,,,,,,,,,,,
65063.0,"@Jura1: Then the solution is to appoint more and active (in property proposal, that is) property creators and/or admins.--",Jasper Deng,wikidata,Wikidata:Requests for comment/Reforming the property creation process/en,https://wikidata.org/wiki?curid=25314607,,,,,,,,,,,
63701.0,"*::::::::::::::::::::: Actually I fear more increasing the data more that we can manage with the current participation numbers. Growth should be organic, not based on lowering standards.--",Micru,wikidata,Wikidata:Requests for comment/Clarifying the requirements for property creation,https://wikidata.org/wiki?curid=18312834,,,,,,,,,,,
61814.0,"Comment Destinations will usually have an existing item and Wikipedia article, so there's no need to create a new item. More specialised travel topics, like voy:First aid kit for travellers, voy:New York City with children, or voy:Avoiding a transit of the United States, might be worth adding. --",Avenue,wikidata,Wikidata:Requests for comment/Items for Wikimedia projects besides Wikipedia,https://wikidata.org/wiki?curid=13391018,,,,,,,,,,,
63780.0,"*:::: It is a good idea, but for having a proposal showing in different places then we should switch the system to one similar to the bot approval proces, that is, transcluding subpages. That would be also easier for archiving old proposals, but it would be hard to do the migration...--",Micru,wikidata,Wikidata:Requests for comment/Clarifying the requirements for property creation,https://wikidata.org/wiki?curid=18312834,,,,,,,,,,,
61114.0," Support Lukas²³ talk  in German Contribs 22:11, 5 April 2013 (UTC) Support For this to work, I should add that we must have a fair number of bureaucrats.--",Jasper Deng,wikidata,Wikidata:Requests for comment/Defining bureaucrats,https://wikidata.org/wiki?curid=11644431,,,,,,,,,,,
63862.0,"On 2, merging of ""hatmakers"" (list of people making hats) and ""hatmaking"" (making of hats) would be an error, those are different concepts. If we assume that those two concepts are in fact the same, which they are not, then the problem would be a missing merge of the articles on Wikidata, not two different articles on Wikipedia. Actually ""hatmakers"" would use hash URIs for each of the hatmakers, and it would be a valid solution to the list problem. Also, the hatmakers on Wikidata could be stored on a single page and this has been discussed. An item reside on a page, but it does not use the page id as its own identifier just because of this.",Jeblad,wikidata,Wikidata:Requests for comment/Sitelinks with fragments,https://wikidata.org/wiki?curid=19932600,,,,,,,,,,,
63966.0,"*I'm not sure whether this has been discussed or not, but there don't seem to be any real mechanisms to draw attention of an item's contributors and browsers to the fact that the item is up for deletion/merging/splitting. Lots of items get deleted unnecessarily or inappropriately because the only ones likely discussing them other than the proposer (who naturally would be somewhat inclined toward deletion) are users who frequent the RfD page. I don't know that imposing a minimum discussion time is going to accomplish much if it's just going to be the same users participating. On Wikipedia, there is a prominent banner placed directly at the top of the page, bots deliver notifications to the page's creator and significant contributors, etc. I opened a case on [[:WD:IWC]] back in July of last year disputing a merge action, which after seven months has still had zero input, while an item relevant to that case was placed on RfD, and was deleted in three days. I didn't make any edits during that time, but I'm sure I was checking in on the site, including the page for that specific item, and yet I still had no idea that it was up for deletion.",Dancter,wikidata,Wikidata:Requests for comment/Speedy vs Regular deletion,https://wikidata.org/wiki?curid=20313783,,,,,,,,,,,
61054.0,Neutral -- Per Snaevar commented above.,Wagino 20100516,wikidata,Wikidata:Requests for comment/Defining bureaucrats,https://wikidata.org/wiki?curid=11644431,,,,,,,,,,,
65753.0,"Tveksam I think we should encourage more activity in these pages, not add more red tape. --",Innocent bystander,wikidata,Wikidata:Requests for comment/Reforming the property creation process/pl,https://wikidata.org/wiki?curid=25650632,,,,,,,,,,,
62417.0,"Should start date and end date qualifiers be used for a person's original names and names that a person had until death, respectively? Over at [[WD:Requests for comment/Time DataType Properties]], it was suggested that (within the general topic of start/end dates) start and end dates should be given even if they go all the way to the start or end of a person's life, as otherwise it would be impossible to tell if perhaps the data hadn't been added yet. In my personal opinion, even if that is to be the standard, names should be an exception, as it is extremely common that names don't change. Thoughts? --",Yair rand,wikidata,Wikidata:Requests for comment/Personal names,https://wikidata.org/wiki?curid=15157525,,,,,,,,,,,
64717.0,"An additional word : it seems that this reform is directed to the process with the view of the creators. It's important, but ... what about the proposers themselves ? Don't we risk that we end up with an optimized process for the creators but that the consumers are totally forgotten and are actually discouraged to propose something ?  author[[User:TomT0m|TomT0m]] / talk",TomT0m,wikidata,Wikidata:Requests for comment/Reforming the property creation process,https://wikidata.org/wiki?curid=25269099,,,,,,,,,,,
61185.0,* Not sure if this is really needed either. It is done on very few of the 400+ active Wikimedia projects.,Ajraddatz,wikidata,Wikidata:Requests for comment/Defining bureaucrats,https://wikidata.org/wiki?curid=11644431,,,,,,,,,,,
64211.0, @Bene*: I have updated #2.--,GZWDer,wikidata,Wikidata:Requests for comment/Wikidata:Notability overhaul,https://wikidata.org/wiki?curid=21498285,,,,,,,,,,,
67554.0,"It has been a while since I last brought it up. In the meantime we got structured data on Commons and here we made much more extensive use of unknown value. I would love to change the way we use anonymous (Q4233718). I would say creator (P170) -> unknown value and use object has role (P3831) -> anonymous (Q4233718) and keep all the other qualifiers the same. So the query would change from ""?item wdt:P170 wd:Q4233718"" to ""?item p:P170/pq:P3831 wd:Q4233718"". We can just have a bot do these changes and do clean up on a regular basis. Ping project doesn't work for large projects so I'll leave a message on the talk page.",Multichill,wikidata,Wikidata:Requests for comment/Cleaning up the ontology of anonymous,https://wikidata.org/wiki?curid=98737867,,,,,,,,,,,
65611.0,"I'm glad to see the community are now discussing these issues, I would point out that my PC-role has just been removed, for breaches of some of the new ""rules"" proposed here, which did not exist at the time of my actions. Had they done, so, I would of course have been willing to adhere to them. [[User:Pigsonthewing|Andy Mabbett]] (Pigsonthewing); [[User talk:Pigsonthewing|Talk to Andy]];",Pigsonthewing,wikidata,Wikidata:Requests for comment/Reforming the property creation process/de,https://wikidata.org/wiki?curid=25506566,,,,,,,,,,,
62524.0,"You mean the piece of cheddar in your fridge, of course?",Littledogboy,wikidata,Wikidata:Requests for comment/Primary sorting property,https://wikidata.org/wiki?curid=15251222,,,,,,,,,,,
63588.0,"I want to make it clear that we often have interwiki-conflicts in these items. [https://www.wikidata.org/w/index.php?title=Q533915&oldid=30367778 Here] is an example. The English article [https://en.wikipedia.org/w/index.php?title=Malm%C3%B6hus_County&oldid=546102228 was] only a ""list of governors"" at that time, while the Swedish article described the ""county"". (This specific case has been solved both on enwp and dewp since then.) I think we should be carefull when we use Wikidata for interwiki in these articles. If one article is a list and the other isn't, then they should not share item. Many WP-users will not be happy with this opinion. --",Lavallen,wikidata,"Wikidata:Requests for comment/Define lists on both ""Wikimedia lists"" and ""Wikimedia categories""",https://wikidata.org/wiki?curid=17410092,,,,,,,,,,,
67074.0,*:What advantages? [[User:Pigsonthewing|Andy Mabbett]] (Pigsonthewing); [[User talk:Pigsonthewing|Talk to Andy]];,Pigsonthewing,wikidata,Wikidata:Requests for comment/Sort identifier statements on items that are instances of human,https://wikidata.org/wiki?curid=53039243,,,,,,,,,,,
66561.0," Support On Wikidata, it looks as if there is no article about murderer Brenda Ann Spencer (Q237119) on the English Wikipedia, though 18 other sites have articles. But her biography is there, in Cleveland Elementary School shooting (San Diego) (Q50841850). The redirect should be connected to her name on Wikidata, so that the true state of her coverage can be shown on Wikidata. This is only the most recent example I’ve run across. It’s frustrating and damages the data integrity.",NotARabbit,wikidata,Wikidata:Requests for comment/Allow the creation of links to redirects in Wikidata,https://wikidata.org/wiki?curid=31690757,,,,,,,,,,,
62835.0,"*::::: You're not making any sense, and this is offtopic to the RFC anyway. P107 is going away. It's being replaced by P31/P279. If you would like to contribute to the discussion constructively, please do...
*::::: As for constraints, that may be something to start in a new section: How do we go about dealing with the constraints? Without getting too much into that discussion, it's my feeling that most of the constraints can be dealt with quite handily without the need for P107. But please, start a new section for that because it is a valid concern about how best to migrate. --",Izno,wikidata,Wikidata:Requests for comment/Migrating away from GND main type,https://wikidata.org/wiki?curid=16293645,,,,,,,,,,,
62406.0,How would you indicate the order of the given names or family names? --,Yair rand,wikidata,Wikidata:Requests for comment/Personal names,https://wikidata.org/wiki?curid=15157525,,,,,,,,,,,
61593.0,# Really needed.,Andreasmperu,wikidata,Wikidata:Requests for comment/Enable flood flag,https://wikidata.org/wiki?curid=13344554,,,,,,,,,,,
62795.0,"These numbers says only one: there is no consensus, [[:en:WP:NOT#DEM]]. —",Ivan A. Krestinin,wikidata,Wikidata:Requests for comment/Migrating away from GND main type,https://wikidata.org/wiki?curid=16293645,,,,,,,,,,,
67619.0," @DarwIn: No, the automatic sitelink changes when moving Wikipedia articles should still happen the way they do now. The only expection might be when you move a redirect article where previously no automatic changes could be done and in future automatic changes could be done. ChristianKl ❪✉❫ 21:47, 23 December 2020 (UTC)

 Following clear consensus over... a couple of years... I'm closing this RfC as having passed. The policy tag has been added to the page. --",Ajraddatz,wikidata,Wikidata:Requests for comment/Adopt Help:SitelinksToRedirects as policy,https://wikidata.org/wiki?curid=99527480,,,,,,,,,,,
62443.0,#::: Neither queries nor type inference in queries is currently supported by Wikidata.  Bugzilla [https://bugzilla.wikimedia.org/show_bug.cgi?id=50911 ticket 50911] would enable the latter.  [https://bugzilla.wikimedia.org/show_bug.cgi?id=47930 Ticket 47930] is also relevant.,Emw,wikidata,Wikidata:Requests for comment/Primary sorting property,https://wikidata.org/wiki?curid=15251222,,,,,,,,,,,
64767.0," Oppose This is the wrong way around; I understand there is a risk of COI, but there are other means to address that. But the downsides (stalling, people deciding with less knowledge) are worse than the benefits (no COI). Mind you, even with the rule COI occurs: a user that joins the discussion late noting a favorable discussion for his POV, and then moves forward without participating in the discussion. (Sounds like a conspiricy? Yeah, pretty much like users that do participate in the discussion not taking a neutral perspective in the final decision.)",Egon Willighagen,wikidata,Wikidata:Requests for comment/Reforming the property creation process/fr,https://wikidata.org/wiki?curid=25314420,,,,,,,,,,,
59867.0,"(edit conflict) It doesn't necessarily, but there are tons of discussion about ""PRECISION"" and I was pretty sure you were talking about ""precision"", and you've now confirmed that, so all is well. Your second question is worth a response, but let's not derail this already *very* long Rfc discussion with tangential issues that don't affect the first sentence. Please read Intersex, and if you'd like further amplification after that, ask again at Talk:Intersex, WP:Reference desk, WT:LGBT, or my talk page. Cheers,",Mathglot,wikipedia,Talk:Trans woman/Archive 10,https://wikipedia.org/wiki?curid=72832278,,,,,,,,,,,
59424.0,"*:::::::I feel strongly because I was on the receiving end of SR's malicious behavior. But I'm not the issue here, no matter how hard you or other enablers try to make me the issue. --",Tryptofish,wikipedia,Wikipedia:Administrators' noticeboard/Archive349,https://wikipedia.org/wiki?curid=72737439,,,,,,,,,,,
36174.0,"*C - Not that I think it will happen, I'm sure another fire brigade would be called in should it seem that the original consensus might be restored. --",Ariostos,wikipedia,Talk:2020 United States presidential election/Archive 12,https://wikipedia.org/wiki?curid=65157947,,,,,,,,,,,
59085.0,"*<s>Procedural close.</s> This RfC is an attempt to [[WP:CIRCUMVENT]] consensus. A majority of editors have reached a conclusion on this dispute through the discussion directly above. When a group of editors is claiming a consensus, and yet we still find ourselves at an impasse, it is almost always either because participants cannot find rational grounds to settle the dispute, or because one of the sides become emotionally and/or ideologically invested in winning the argument. I think it's abundantly clear to anyone familiar with this dispute that the latter has happened to Toa. This should be procedurally closed. ––",FormalDude,wikipedia,Talk:Republican Party (United States)/Archive 22,https://wikipedia.org/wiki?curid=72667647,,,,,,,,,,,
5960.0,"@[[User:Pincrete|Pincrete]] A development whereby the family renounces claims to the throne of Greece  matters very little, if at all! If they renounce their royal status and most [[WP:RS|reliable sources]] call them ""Greek royal family"", then [[WP:COMMONNAME]] obliges us to keep the article's title as it is right now. This is not about the legalities of a family's claims to the throne but about Wikipedia nomenclature. -",The Gnome,wikipedia,Talk:Greek royal family,https://wikipedia.org/wiki?curid=9845836,,,,,,,,,,,
60122.0,"*:Everyone most certainly does not ""know"" anything of the sort, by witness the many prods and AfDs up until quite recently that closed far to the contrary.  That being said, ""useful"" how?  What is the precise result you see happening here?  What would enacting this guideline do that as of right now cannot be done?",Ravenswing,wikipedia,Wikipedia talk:Notability (sports)/Archive 53,https://wikipedia.org/wiki?curid=73002554,,,,,,,,,,,
58104.0,"See also , stating Template:Tq is only for quoting in talk and project pages. Do not use it in actual articles.Category:Pages with incorrect formatting templates use. 
Overall, we have plenty of sources that identify that some of the relevant authorities call the practice it ""gender-based violence"", ""mutilation"", etc. and it certainly is ""disproportionately committed against men or boys"".",Ljleppan,wikipedia,Talk:Violence against men/Archive 3,https://wikipedia.org/wiki?curid=72264790,,,,,,,,,,,
31068.0,"#:: Yes, know that, and that seems clear enough.  Perhaps a bluelinked ""CU block"" would be even more clear, if needed.  The question is: How does the CU decide whether to designated it as a CU block?  --",SmokeyJoe,wikipedia,Wikipedia:Village pump (policy)/Archive 156,https://wikipedia.org/wiki?curid=63149164,,,,,,,,,,,
